Date,Day_of_Week,Day_Type,Month,Hour,Time_Slot,Time_Period,Location,Event_Note,Two_Wheelers,Cars_and_SUVs,Auto_Rickshaws,Buses_MTC_Private,Trucks_and_LCVs,Total_Vehicles,PCU_Value,Avg_Speed_kmph,Signal_Delay_sec,Congestion_Level
2024-01-30,Tuesday,Weekday,January,17,17:00-18:00,Evening Peak,Kathipara Junction,Regular Day,758,676,134,98,139,1805,1846.4,11.9,152.3,Severe
2024-01-30,Tuesday,Weekday,January,18,18:00-19:00,Evening Peak,Kathipara Junction,Regular Day,962,753,139,190,144,2188,2319.4,10.1,185.9,Severe
2024-01-30,Tuesday,Weekday,January,19,19:00-20:00,Evening Peak,Kathipara Junction,Regular Day,720,690,167,128,38,1743,1648.2,15.7,189.2,Severe
2024-01-30,Tuesday,Weekday,January,20,20:00-21:00,Evening Peak,Kathipara Junction,Regular Day,678,545,142,133,14,1512,1410.2,16.1,131.2,Severe
2024-01-30,Tuesday,Weekday,January,21,21:00-22:00,Shoulder Hour,Kathipara Junction,Regular Day,219,188,44,46,16,513,509.9,22.9,59.5,Light
2024-01-30,Tuesday,Weekday,January,22,22:00-23:00,Off-Peak,Kathipara Junction,Regular Day,105,94,15,14,26,254,275.5,35.5,34.7,Free Flow
2024-01-30,Tuesday,Weekday,January,23,23:00-24:00,Night,Kathipara Junction,Regular Day,20,18,4,3,2,47,45.4,35.6,24.8,Free Flow
2024-01-31,Wednesday,Weekday,January,0,00:00-01:00,Night,Kathipara Junction,Regular Day,66,47,10,10,12,145,152.0,36.8,30.0,Free Flow
2024-01-31,Wednesday,Weekday,January,1,01:00-02:00,Night,Kathipara Junction,Regular Day,87,80,15,18,9,209,213.5,31.8,12.2,Free Flow
2024-01-31,Wednesday,Weekday,January,2,02:00-03:00,Night,Kathipara Junction,Regular Day,51,46,10,7,4,118,110.5,29.6,15.0,Free Flow
2024-01-31,Wednesday,Weekday,January,3,03:00-04:00,Night,Kathipara Junction,Regular Day,42,36,8,5,12,103,112.8,33.3,27.8,Free Flow
2024-01-31,Wednesday,Weekday,January,4,04:00-05:00,Night,Kathipara Junction,Regular Day,22,21,4,4,2,53,52.4,36.8,10.7,Free Flow
2024-01-31,Wednesday,Weekday,January,5,05:00-06:00,Night,Kathipara Junction,Regular Day,56,50,8,8,9,131,133.8,28.6,28.5,Free Flow
2024-01-31,Wednesday,Weekday,January,6,06:00-07:00,Off-Peak,Kathipara Junction,Regular Day,124,112,22,17,28,303,322.2,33.8,31.7,Free Flow
2024-01-31,Wednesday,Weekday,January,7,07:00-08:00,Shoulder Hour,Kathipara Junction,Regular Day,287,226,55,35,38,641,621.5,18.4,78.1,Moderate
2024-01-31,Wednesday,Weekday,January,8,08:00-09:00,Morning Peak,Kathipara Junction,Regular Day,928,794,125,142,51,2040,1912.0,13.3,127.9,Severe
2024-01-31,Wednesday,Weekday,January,9,09:00-10:00,Morning Peak,Kathipara Junction,Regular Day,686,595,143,114,114,1652,1707.8,12.6,122.1,Severe
2024-01-31,Wednesday,Weekday,January,10,10:00-11:00,Morning Peak,Kathipara Junction,Regular Day,647,608,113,78,118,1564,1587.3,14.3,110.3,Severe
2024-01-31,Wednesday,Weekday,January,11,11:00-12:00,Midday,Kathipara Junction,Regular Day,464,377,63,84,29,1017,985.8,23.6,74.2,Severe
2024-01-31,Wednesday,Weekday,January,12,12:00-13:00,Midday,Kathipara Junction,Regular Day,276,239,56,40,41,652,653.6,22.7,67.5,Light
2024-01-31,Wednesday,Weekday,January,13,13:00-14:00,Midday,Kathipara Junction,Regular Day,252,218,54,31,60,615,649.4,25.0,67.3,Moderate
2024-01-31,Wednesday,Weekday,January,14,14:00-15:00,Midday,Kathipara Junction,Regular Day,371,292,61,59,114,897,1033.1,25.5,90.0,Heavy
2024-01-31,Wednesday,Weekday,January,15,15:00-16:00,Midday,Kathipara Junction,Regular Day,265,243,55,38,33,634,621.5,21.1,60.5,Moderate
2024-01-31,Wednesday,Weekday,January,16,16:00-17:00,Midday,Kathipara Junction,Regular Day,415,341,85,68,9,918,830.5,22.4,83.0,Severe
2024-01-31,Wednesday,Weekday,January,17,17:00-18:00,Evening Peak,Kathipara Junction,Regular Day,774,758,146,159,95,1932,1994.6,16.7,142.1,Severe
2024-01-31,Wednesday,Weekday,January,18,18:00-19:00,Evening Peak,Kathipara Junction,Regular Day,802,724,184,151,18,1879,1742.4,14.7,147.6,Severe
2024-01-31,Wednesday,Weekday,January,19,19:00-20:00,Evening Peak,Kathipara Junction,Regular Day,833,730,153,114,28,1858,1664.3,14.3,174.9,Severe
2024-01-31,Wednesday,Weekday,January,20,20:00-21:00,Evening Peak,Kathipara Junction,Regular Day,962,835,139,181,79,2196,2179.4,10.9,178.1,Severe
2024-01-31,Wednesday,Weekday,January,21,21:00-22:00,Shoulder Hour,Kathipara Junction,Regular Day,287,206,60,41,29,623,595.5,19.5,63.4,Light
2024-01-31,Wednesday,Weekday,January,22,22:00-23:00,Off-Peak,Kathipara Junction,Regular Day,184,164,25,35,16,424,424.0,33.4,33.8,Light
2024-01-31,Wednesday,Weekday,January,23,23:00-24:00,Night,Kathipara Junction,Regular Day,42,40,9,6,4,101,96.4,36.6,13.9,Free Flow
2024-02-01,Thursday,Weekday,February,0,00:00-01:00,Night,Kathipara Junction,Regular Day,53,47,11,8,7,126,125.1,37.7,12.3,Free Flow
2024-02-01,Thursday,Weekday,February,1,01:00-02:00,Night,Kathipara Junction,Regular Day,75,69,13,11,10,178,177.3,33.1,33.9,Free Flow
2024-02-01,Thursday,Weekday,February,2,02:00-03:00,Night,Kathipara Junction,Regular Day,17,15,3,3,1,39,37.3,36.2,25.8,Free Flow
2024-02-01,Thursday,Weekday,February,3,03:00-04:00,Night,Kathipara Junction,Regular Day,41,33,6,9,12,101,120.1,36.5,31.2,Free Flow
2024-02-01,Thursday,Weekday,February,4,04:00-05:00,Night,Kathipara Junction,Regular Day,32,29,4,4,5,74,74.4,33.5,10.2,Free Flow
2024-02-01,Thursday,Weekday,February,5,05:00-06:00,Night,Kathipara Junction,Regular Day,57,45,13,9,16,140,156.3,30.9,26.8,Free Flow
2024-02-01,Thursday,Weekday,February,6,06:00-07:00,Off-Peak,Kathipara Junction,Regular Day,212,183,39,27,21,482,456.4,31.1,20.3,Light
2024-02-01,Thursday,Weekday,February,7,07:00-08:00,Shoulder Hour,Kathipara Junction,Regular Day,340,277,66,53,35,771,750.6,22.3,69.4,Severe
2024-02-01,Thursday,Weekday,February,8,08:00-09:00,Morning Peak,Kathipara Junction,Regular Day,947,741,177,171,118,2154,2187.7,14.6,132.0,Severe
2024-02-01,Thursday,Weekday,February,9,09:00-10:00,Morning Peak,Kathipara Junction,Regular Day,806,605,149,101,90,1751,1670.4,19.0,130.0,Severe
2024-02-01,Thursday,Weekday,February,10,10:00-11:00,Morning Peak,Kathipara Junction,Regular Day,652,508,102,113,199,1574,1831.2,13.9,130.8,Severe
2024-02-01,Thursday,Weekday,February,11,11:00-12:00,Midday,Kathipara Junction,Regular Day,409,384,78,81,24,976,950.3,20.8,71.9,Severe
2024-02-01,Thursday,Weekday,February,12,12:00-13:00,Midday,Kathipara Junction,Regular Day,265,252,40,33,60,650,687.5,25.1,92.8,Moderate
2024-02-01,Thursday,Weekday,February,13,13:00-14:00,Midday,Kathipara Junction,Regular Day,382,289,70,57,33,831,792.0,21.6,69.0,Heavy
2024-02-01,Thursday,Weekday,February,14,14:00-15:00,Midday,Kathipara Junction,Regular Day,344,263,80,41,83,811,855.0,25.4,78.2,Moderate
2024-02-01,Thursday,Weekday,February,15,15:00-16:00,Midday,Kathipara Junction,Regular Day,277,251,43,38,81,690,772.3,22.9,73.1,Moderate
2024-02-01,Thursday,Weekday,February,16,16:00-17:00,Midday,Kathipara Junction,Regular Day,251,225,45,43,47,611,647.5,25.6,88.1,Light
2024-02-01,Thursday,Weekday,February,17,17:00-18:00,Evening Peak,Kathipara Junction,Regular Day,952,733,188,120,112,2105,2017.8,15.2,125.7,Severe
2024-02-01,Thursday,Weekday,February,18,18:00-19:00,Evening Peak,Kathipara Junction,Regular Day,1030,920,153,151,130,2384,2369.8,12.2,176.2,Severe
2024-02-01,Thursday,Weekday,February,19,19:00-20:00,Evening Peak,Kathipara Junction,Regular Day,885,654,179,179,97,1994,2031.9,15.9,170.6,Severe
2024-02-01,Thursday,Weekday,February,20,20:00-21:00,Evening Peak,Kathipara Junction,Regular Day,750,548,139,98,171,1706,1813.4,16.9,155.5,Severe
2024-02-01,Thursday,Weekday,February,21,21:00-22:00,Shoulder Hour,Kathipara Junction,Regular Day,350,264,77,49,52,792,788.2,19.8,72.1,Heavy
2024-02-01,Thursday,Weekday,February,22,22:00-23:00,Off-Peak,Kathipara Junction,Regular Day,121,95,21,15,44,296,345.1,33.6,29.4,Free Flow
2024-02-01,Thursday,Weekday,February,23,23:00-24:00,Night,Kathipara Junction,Regular Day,81,75,16,14,5,191,182.1,34.2,23.3,Free Flow
2024-02-02,Friday,Weekday,February,0,00:00-01:00,Night,Kathipara Junction,Regular Day,37,33,7,7,6,90,94.7,36.4,25.7,Free Flow
2024-02-02,Friday,Weekday,February,1,01:00-02:00,Night,Kathipara Junction,Regular Day,83,71,11,16,9,190,194.1,36.1,32.9,Free Flow
2024-02-02,Friday,Weekday,February,2,02:00-03:00,Night,Kathipara Junction,Regular Day,49,45,8,9,4,115,113.3,27.1,19.6,Free Flow
2024-02-02,Friday,Weekday,February,3,03:00-04:00,Night,Kathipara Junction,Regular Day,69,57,15,13,9,163,166.5,31.7,13.7,Free Flow
2024-02-02,Friday,Weekday,February,4,04:00-05:00,Night,Kathipara Junction,Regular Day,79,63,13,16,12,183,194.3,26.8,19.0,Free Flow
2024-02-02,Friday,Weekday,February,5,05:00-06:00,Night,Kathipara Junction,Regular Day,38,32,6,7,6,89,93.6,33.1,13.6,Free Flow
2024-02-02,Friday,Weekday,February,6,06:00-07:00,Off-Peak,Kathipara Junction,Regular Day,191,180,30,38,16,455,455.5,28.2,33.0,Light
2024-02-02,Friday,Weekday,February,7,07:00-08:00,Shoulder Hour,Kathipara Junction,Regular Day,302,257,60,42,68,729,774.0,19.8,69.4,Moderate
2024-02-02,Friday,Weekday,February,8,08:00-09:00,Morning Peak,Kathipara Junction,Regular Day,934,865,189,164,21,2173,2000.4,17.5,144.0,Severe
2024-02-02,Friday,Weekday,February,9,09:00-10:00,Morning Peak,Kathipara Junction,Regular Day,885,705,164,124,216,2094,2265.9,13.0,114.7,Severe
2024-02-02,Friday,Weekday,February,10,10:00-11:00,Morning Peak,Kathipara Junction,Regular Day,792,602,178,153,112,1837,1899.8,16.5,118.0,Severe
2024-02-02,Friday,Weekday,February,11,11:00-12:00,Midday,Kathipara Junction,Regular Day,292,256,47,54,6,655,610.2,23.3,56.0,Moderate
2024-02-02,Friday,Weekday,February,12,12:00-13:00,Midday,Kathipara Junction,Regular Day,355,310,78,69,8,820,765.3,18.5,60.4,Moderate
2024-02-02,Friday,Weekday,February,13,13:00-14:00,Midday,Kathipara Junction,Regular Day,373,293,63,54,75,858,904.3,18.8,60.6,Heavy
2024-02-02,Friday,Weekday,February,14,14:00-15:00,Midday,Kathipara Junction,Regular Day,339,272,51,66,114,842,1012.1,22.8,66.8,Heavy
2024-02-02,Friday,Weekday,February,15,15:00-16:00,Midday,Kathipara Junction,Regular Day,409,373,61,80,28,951,938.1,24.1,87.1,Severe
2024-02-02,Friday,Weekday,February,16,16:00-17:00,Midday,Kathipara Junction,Regular Day,414,323,71,63,81,952,1004.6,23.6,89.5,Severe
2024-02-02,Friday,Weekday,February,17,17:00-18:00,Evening Peak,Kathipara Junction,Regular Day,799,667,119,115,160,1860,1962.9,10.8,156.8,Severe
2024-02-02,Friday,Weekday,February,18,18:00-19:00,Evening Peak,Kathipara Junction,Regular Day,1094,936,186,205,133,2554,2608.6,12.3,156.0,Severe
2024-02-02,Friday,Weekday,February,19,19:00-20:00,Evening Peak,Kathipara Junction,Regular Day,847,780,144,157,181,2109,2303.9,15.0,170.7,Severe
2024-02-02,Friday,Weekday,February,20,20:00-21:00,Evening Peak,Kathipara Junction,Regular Day,897,684,144,129,207,2061,2226.9,10.5,146.5,Severe
2024-02-02,Friday,Weekday,February,21,21:00-22:00,Shoulder Hour,Kathipara Junction,Regular Day,228,170,40,38,35,511,527.0,23.3,63.3,Light
2024-02-02,Friday,Weekday,February,22,22:00-23:00,Off-Peak,Kathipara Junction,Regular Day,132,109,27,16,3,287,248.2,28.1,22.7,Free Flow
2024-02-02,Friday,Weekday,February,23,23:00-24:00,Night,Kathipara Junction,Regular Day,35,26,6,5,10,82,92.1,37.8,15.2,Free Flow
2024-02-03,Saturday,Weekend,February,0,00:00-01:00,Night,Kathipara Junction,Regular Day,61,53,11,11,1,137,126.1,29.5,27.1,Free Flow
2024-02-03,Saturday,Weekend,February,1,01:00-02:00,Night,Kathipara Junction,Regular Day,36,31,7,6,0,80,71.2,35.7,33.4,Free Flow
2024-02-03,Saturday,Weekend,February,2,02:00-03:00,Night,Kathipara Junction,Regular Day,48,43,11,7,7,116,115.6,28.6,17.4,Free Flow
2024-02-03,Saturday,Weekend,February,3,03:00-04:00,Night,Kathipara Junction,Regular Day,24,23,5,3,3,58,56.0,31.6,26.9,Free Flow
2024-02-03,Saturday,Weekend,February,4,04:00-05:00,Night,Kathipara Junction,Regular Day,42,33,8,6,4,93,88.8,28.1,22.6,Free Flow
2024-02-03,Saturday,Weekend,February,5,05:00-06:00,Night,Kathipara Junction,Regular Day,43,38,6,5,12,104,114.1,31.0,25.4,Free Flow
2024-02-03,Saturday,Weekend,February,6,06:00-07:00,Off-Peak,Kathipara Junction,Regular Day,145,125,23,30,17,340,352.3,37.0,28.3,Free Flow
2024-02-03,Saturday,Weekend,February,7,07:00-08:00,Shoulder Hour,Kathipara Junction,Regular Day,237,211,46,48,37,579,612.1,25.0,82.1,Light
2024-02-03,Saturday,Weekend,February,8,08:00-09:00,Morning Peak,Kathipara Junction,Regular Day,421,370,93,68,52,1004,996.3,15.7,147.4,Severe
2024-02-03,Saturday,Weekend,February,9,09:00-10:00,Morning Peak,Kathipara Junction,Regular Day,541,496,124,104,12,1277,1188.9,12.1,108.8,Severe
2024-02-03,Saturday,Weekend,February,10,10:00-11:00,Morning Peak,Kathipara Junction,Regular Day,351,336,56,73,47,863,905.1,18.9,120.9,Heavy
2024-02-03,Saturday,Weekend,February,11,11:00-12:00,Midday,Kathipara Junction,Regular Day,290,266,48,49,14,667,628.8,23.7,72.1,Heavy
2024-02-03,Saturday,Weekend,February,12,12:00-13:00,Midday,Kathipara Junction,Regular Day,364,254,77,55,42,792,773.2,22.8,79.8,Moderate
2024-02-03,Saturday,Weekend,February,13,13:00-14:00,Midday,Kathipara Junction,Regular Day,464,359,95,68,94,1080,1134.0,20.9,82.5,Severe
2024-02-03,Saturday,Weekend,February,14,14:00-15:00,Midday,Kathipara Junction,Regular Day,329,270,63,55,103,820,946.3,25.6,73.4,Heavy
2024-02-03,Saturday,Weekend,February,15,15:00-16:00,Midday,Kathipara Junction,Regular Day,356,257,78,42,62,795,793.8,25.1,76.6,Moderate
2024-02-03,Saturday,Weekend,February,16,16:00-17:00,Midday,Kathipara Junction,Regular Day,294,247,62,58,25,686,680.2,22.3,76.6,Moderate
2024-02-03,Saturday,Weekend,February,17,17:00-18:00,Evening Peak,Kathipara Junction,Regular Day,546,413,93,83,51,1186,1143.8,12.2,162.7,Severe
2024-02-03,Saturday,Weekend,February,18,18:00-19:00,Evening Peak,Kathipara Junction,Regular Day,401,343,67,63,24,898,844.7,12.1,126.9,Severe
2024-02-03,Saturday,Weekend,February,19,19:00-20:00,Evening Peak,Kathipara Junction,Regular Day,455,404,67,83,27,1036,1001.7,10.7,181.2,Severe
2024-02-03,Saturday,Weekend,February,20,20:00-21:00,Evening Peak,Kathipara Junction,Regular Day,426,361,93,87,94,1061,1172.8,10.2,161.0,Severe
2024-02-03,Saturday,Weekend,February,21,21:00-22:00,Shoulder Hour,Kathipara Junction,Regular Day,348,301,81,65,19,814,775.6,18.8,68.2,Moderate
2024-02-03,Saturday,Weekend,February,22,22:00-23:00,Off-Peak,Kathipara Junction,Regular Day,157,136,25,22,12,352,331.5,36.2,12.0,Free Flow
2024-02-03,Saturday,Weekend,February,23,23:00-24:00,Night,Kathipara Junction,Regular Day,50,46,9,10,9,124,133.4,30.6,17.3,Free Flow
2024-02-04,Sunday,Weekend,February,0,00:00-01:00,Night,Kathipara Junction,Regular Day,65,52,12,11,7,147,145.7,31.3,30.1,Free Flow
2024-02-04,Sunday,Weekend,February,1,01:00-02:00,Night,Kathipara Junction,Regular Day,80,68,16,14,12,190,195.6,27.0,34.4,Free Flow
2024-02-04,Sunday,Weekend,February,2,02:00-03:00,Night,Kathipara Junction,Regular Day,50,38,9,7,10,114,119.4,34.2,14.1,Free Flow
2024-02-04,Sunday,Weekend,February,3,03:00-04:00,Night,Kathipara Junction,Regular Day,13,11,2,2,2,30,30.7,33.4,34.6,Free Flow
2024-02-04,Sunday,Weekend,February,4,04:00-05:00,Night,Kathipara Junction,Regular Day,27,23,5,4,5,64,66.5,36.5,15.3,Free Flow
2024-02-04,Sunday,Weekend,February,5,05:00-06:00,Night,Kathipara Junction,Regular Day,21,18,3,4,5,51,57.3,32.6,20.7,Free Flow
2024-02-04,Sunday,Weekend,February,6,06:00-07:00,Off-Peak,Kathipara Junction,Regular Day,207,174,40,40,10,471,451.5,27.2,28.4,Light
2024-02-04,Sunday,Weekend,February,7,07:00-08:00,Shoulder Hour,Kathipara Junction,Regular Day,273,265,48,51,31,668,676.3,21.7,77.6,Moderate
2024-02-04,Sunday,Weekend,February,8,08:00-09:00,Morning Peak,Kathipara Junction,Regular Day,486,380,85,90,77,1118,1175.0,18.2,110.3,Severe
2024-02-04,Sunday,Weekend,February,9,09:00-10:00,Morning Peak,Kathipara Junction,Regular Day,442,428,108,61,48,1087,1040.8,15.7,127.8,Severe
2024-02-04,Sunday,Weekend,February,10,10:00-11:00,Morning Peak,Kathipara Junction,Regular Day,335,304,54,51,30,774,746.9,15.8,133.7,Moderate
2024-02-04,Sunday,Weekend,February,11,11:00-12:00,Midday,Kathipara Junction,Regular Day,448,346,87,89,53,1023,1048.2,20.6,97.3,Severe
2024-02-04,Sunday,Weekend,February,12,12:00-13:00,Midday,Kathipara Junction,Regular Day,405,337,57,73,70,942,1002.7,23.6,73.5,Heavy
2024-02-04,Sunday,Weekend,February,13,13:00-14:00,Midday,Kathipara Junction,Regular Day,388,309,81,75,8,861,800.6,25.8,96.6,Severe
2024-02-04,Sunday,Weekend,February,14,14:00-15:00,Midday,Kathipara Junction,Regular Day,368,324,81,52,8,833,736.6,20.6,75.4,Severe
2024-02-04,Sunday,Weekend,February,15,15:00-16:00,Midday,Kathipara Junction,Regular Day,314,252,55,38,47,706,697.0,24.0,85.0,Moderate
2024-02-04,Sunday,Weekend,February,16,16:00-17:00,Midday,Kathipara Junction,Regular Day,339,314,53,45,41,792,773.3,18.4,96.9,Severe
2024-02-04,Sunday,Weekend,February,17,17:00-18:00,Evening Peak,Kathipara Junction,Regular Day,563,444,129,78,132,1346,1432.9,16.5,153.5,Severe
2024-02-04,Sunday,Weekend,February,18,18:00-19:00,Evening Peak,Kathipara Junction,Regular Day,508,451,87,59,38,1143,1048.2,14.6,157.2,Severe
2024-02-04,Sunday,Weekend,February,19,19:00-20:00,Evening Peak,Kathipara Junction,Regular Day,437,349,94,86,28,994,965.9,10.1,179.9,Severe
2024-02-04,Sunday,Weekend,February,20,20:00-21:00,Evening Peak,Kathipara Junction,Regular Day,512,388,89,76,117,1182,1276.4,11.5,132.6,Severe
2024-02-04,Sunday,Weekend,February,21,21:00-22:00,Shoulder Hour,Kathipara Junction,Regular Day,240,202,35,27,22,526,490.0,22.1,60.8,Light
2024-02-04,Sunday,Weekend,February,22,22:00-23:00,Off-Peak,Kathipara Junction,Regular Day,176,159,32,24,32,423,434.2,37.5,22.6,Free Flow
2024-02-04,Sunday,Weekend,February,23,23:00-24:00,Night,Kathipara Junction,Regular Day,71,50,14,9,8,152,144.9,30.2,10.4,Free Flow
2024-02-05,Monday,Weekday,February,0,00:00-01:00,Night,Kathipara Junction,Regular Day,66,51,9,11,14,151,164.4,36.2,20.0,Free Flow
2024-02-05,Monday,Weekday,February,1,01:00-02:00,Night,Kathipara Junction,Regular Day,41,35,6,6,4,92,89.1,27.7,27.4,Free Flow
2024-02-05,Monday,Weekday,February,2,02:00-03:00,Night,Kathipara Junction,Regular Day,61,52,14,11,7,145,144.9,33.7,31.2,Free Flow
2024-02-05,Monday,Weekday,February,3,03:00-04:00,Night,Kathipara Junction,Regular Day,23,21,4,2,1,51,43.9,30.2,15.0,Free Flow
2024-02-05,Monday,Weekday,February,4,04:00-05:00,Night,Kathipara Junction,Regular Day,36,27,7,4,9,83,88.2,26.1,21.0,Free Flow
2024-02-05,Monday,Weekday,February,5,05:00-06:00,Night,Kathipara Junction,Regular Day,63,58,12,13,10,156,165.7,31.4,13.7,Free Flow
2024-02-05,Monday,Weekday,February,6,06:00-07:00,Off-Peak,Kathipara Junction,Regular Day,128,97,27,15,31,298,315.2,29.2,30.3,Free Flow
2024-02-05,Monday,Weekday,February,7,07:00-08:00,Shoulder Hour,Kathipara Junction,Regular Day,279,222,59,44,15,619,573.9,22.6,68.8,Moderate
2024-02-05,Monday,Weekday,February,8,08:00-09:00,Morning Peak,Kathipara Junction,Regular Day,536,448,128,81,126,1319,1413.8,14.2,143.0,Severe
2024-02-05,Monday,Weekday,February,9,09:00-10:00,Morning Peak,Kathipara Junction,Regular Day,713,625,112,84,112,1646,1636.7,16.5,105.1,Severe
2024-02-05,Monday,Weekday,February,10,10:00-11:00,Morning Peak,Kathipara Junction,Regular Day,864,687,193,164,170,2078,2236.8,19.0,151.9,Severe
2024-02-05,Monday,Weekday,February,11,11:00-12:00,Midday,Kathipara Junction,Regular Day,312,267,47,64,47,737,784.2,21.4,69.9,Moderate
2024-02-05,Monday,Weekday,February,12,12:00-13:00,Midday,Kathipara Junction,Regular Day,360,293,81,45,88,867,920.6,21.9,86.3,Severe
2024-02-05,Monday,Weekday,February,13,13:00-14:00,Midday,Kathipara Junction,Regular Day,257,234,54,45,22,612,595.9,22.6,75.9,Light
2024-02-05,Monday,Weekday,February,14,14:00-15:00,Midday,Kathipara Junction,Regular Day,403,321,69,49,46,888,848.9,24.5,84.6,Heavy
2024-02-05,Monday,Weekday,February,15,15:00-16:00,Midday,Kathipara Junction,Regular Day,488,425,89,80,36,1118,1070.4,22.7,85.4,Severe
2024-02-05,Monday,Weekday,February,16,16:00-17:00,Midday,Kathipara Junction,Regular Day,447,414,68,83,49,1061,1074.3,18.4,65.9,Severe
2024-02-05,Monday,Weekday,February,17,17:00-18:00,Evening Peak,Kathipara Junction,Regular Day,1025,886,191,142,102,2346,2245.1,11.8,131.0,Severe
2024-02-05,Monday,Weekday,February,18,18:00-19:00,Evening Peak,Kathipara Junction,Regular Day,962,846,186,115,171,2280,2296.6,13.4,129.3,Severe
2024-02-05,Monday,Weekday,February,19,19:00-20:00,Evening Peak,Kathipara Junction,Regular Day,576,493,125,92,103,1389,1441.0,12.7,140.2,Severe
2024-02-05,Monday,Weekday,February,20,20:00-21:00,Evening Peak,Kathipara Junction,Regular Day,636,480,103,104,164,1487,1663.8,16.2,163.5,Severe
2024-02-05,Monday,Weekday,February,21,21:00-22:00,Shoulder Hour,Kathipara Junction,Regular Day,357,306,66,53,61,843,866.1,23.0,68.6,Heavy
2024-02-05,Monday,Weekday,February,22,22:00-23:00,Off-Peak,Kathipara Junction,Regular Day,206,148,39,25,39,457,466.4,30.8,16.8,Light
2024-02-05,Monday,Weekday,February,23,23:00-24:00,Night,Kathipara Junction,Regular Day,69,59,14,15,10,167,176.9,28.7,27.0,Free Flow
2024-02-06,Tuesday,Weekday,February,0,00:00-01:00,Night,Kathipara Junction,Regular Day,22,18,5,3,3,51,50.0,34.1,20.7,Free Flow
2024-02-06,Tuesday,Weekday,February,1,01:00-02:00,Night,Kathipara Junction,Regular Day,80,66,13,13,4,176,164.8,37.4,18.3,Free Flow
2024-02-06,Tuesday,Weekday,February,2,02:00-03:00,Night,Kathipara Junction,Regular Day,36,27,7,6,3,79,76.2,27.8,18.1,Free Flow
2024-02-06,Tuesday,Weekday,February,3,03:00-04:00,Night,Kathipara Junction,Regular Day,68,53,15,13,14,163,177.0,32.5,13.3,Free Flow
2024-02-06,Tuesday,Weekday,February,4,04:00-05:00,Night,Kathipara Junction,Regular Day,79,77,15,17,7,195,197.5,33.3,33.6,Free Flow
2024-02-06,Tuesday,Weekday,February,5,05:00-06:00,Night,Kathipara Junction,Regular Day,31,25,4,5,1,66,60.9,27.5,34.3,Free Flow
2024-02-06,Tuesday,Weekday,February,6,06:00-07:00,Off-Peak,Kathipara Junction,Regular Day,165,147,28,22,16,378,360.3,31.5,19.9,Light
2024-02-06,Tuesday,Weekday,February,7,07:00-08:00,Shoulder Hour,Kathipara Junction,Regular Day,258,231,53,42,55,639,682.8,19.5,84.2,Light
2024-02-06,Tuesday,Weekday,February,8,08:00-09:00,Morning Peak,Kathipara Junction,Regular Day,690,630,141,107,60,1628,1560.6,15.6,125.0,Severe
2024-02-06,Tuesday,Weekday,February,9,09:00-10:00,Morning Peak,Kathipara Junction,Regular Day,810,751,159,109,86,1915,1836.4,15.9,142.7,Severe
2024-02-06,Tuesday,Weekday,February,10,10:00-11:00,Morning Peak,Kathipara Junction,Regular Day,596,557,99,118,65,1435,1463.4,14.0,148.8,Severe
2024-02-06,Tuesday,Weekday,February,11,11:00-12:00,Midday,Kathipara Junction,Regular Day,246,236,41,36,49,608,638.6,25.7,61.7,Light
2024-02-06,Tuesday,Weekday,February,12,12:00-13:00,Midday,Kathipara Junction,Regular Day,341,263,68,43,93,808,882.3,23.1,68.0,Severe
2024-02-06,Tuesday,Weekday,February,13,13:00-14:00,Midday,Kathipara Junction,Regular Day,458,379,74,57,35,1003,928.4,23.8,65.7,Severe
2024-02-06,Tuesday,Weekday,February,14,14:00-15:00,Midday,Kathipara Junction,Regular Day,343,322,69,41,44,819,789.9,24.4,92.9,Moderate
2024-02-06,Tuesday,Weekday,February,15,15:00-16:00,Midday,Kathipara Junction,Regular Day,445,393,89,55,9,991,860.9,24.5,83.5,Severe
2024-02-06,Tuesday,Weekday,February,16,16:00-17:00,Midday,Kathipara Junction,Regular Day,454,350,68,53,111,1036,1109.8,25.6,88.5,Severe
2024-02-06,Tuesday,Weekday,February,17,17:00-18:00,Evening Peak,Kathipara Junction,Regular Day,837,726,155,154,54,1926,1861.5,16.7,125.9,Severe
2024-02-06,Tuesday,Weekday,February,18,18:00-19:00,Evening Peak,Kathipara Junction,Regular Day,749,574,113,128,123,1687,1769.3,11.3,179.2,Severe
2024-02-06,Tuesday,Weekday,February,19,19:00-20:00,Evening Peak,Kathipara Junction,Regular Day,1004,773,148,164,94,2183,2137.8,11.0,155.3,Severe
2024-02-06,Tuesday,Weekday,February,20,20:00-21:00,Evening Peak,Kathipara Junction,Regular Day,802,718,171,109,115,1915,1893.6,12.8,176.8,Severe
2024-02-06,Tuesday,Weekday,February,21,21:00-22:00,Shoulder Hour,Kathipara Junction,Regular Day,314,289,56,64,7,730,692.6,22.6,59.1,Moderate
2024-02-06,Tuesday,Weekday,February,22,22:00-23:00,Off-Peak,Kathipara Junction,Regular Day,137,121,30,23,3,314,285.5,31.7,21.6,Free Flow
2024-02-06,Tuesday,Weekday,February,23,23:00-24:00,Night,Kathipara Junction,Regular Day,73,62,10,12,4,161,152.5,33.4,19.6,Free Flow
